qGENDER,qAGECODE,qRACECODE,qEDUCATION,qINCOME,qSURVEYZONE,qZIPHOME,qBOROUGH,qLICENSE,qCARACCESS,qSMARTPHONE,qTRIPPLANAPP,qCITIBIKE,gFREIGHT1b_qFREIGHT1_mA,gFREIGHT1b_qFREIGHT2_mA,gFREIGHT1b_qFREIGHT3_mA,gFREIGHT1b_qFREIGHT4_mA,qAUTOVEHICLEFAM,qAUTOVEHICLEWILL,qAUTOVEHICLESAFE,qMARRIED,qBUILDINGb,qRENT,qCHILDREN,qEMPLOYMENT,qEMPLOYMENTCODE,qINDUSTRY,qWORKLOCATION,qWORKFH,Walk,Train/Subway,Bus,Ferry,Access-A-Ride,Membership_CarSharing,Disability_Hearing,Disability_Seeing,Disability_Walking,Disability_DailyActivity,Disability_Mental,Welfare,Freight_Usage
Male,18-24,"White, Non-Hispanic",Some college but degree not received or in progress,"$35,000 - $49,999",Manhattan Core,10019.0,Manhattan,No,No,Yes,Several times a week,No,A few times a month,A few times a month,Less than a few times,A few times a year,Not at all familiar,Not very willing,Somewhat less safe than standard vehicles,Single,A building with 10 to 49 apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Retail,"At a store, restaurant, or hotel","Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,35-44,"Black, Non-Hispanic",Some college but degree not received or in progress,"$50,000 - $74,999",Manhattan Core,10032.0,Manhattan,Yes,Yes,Yes,A few times a month,No,Less than a few times,A few times a year,Not applied,A few times a year,Very familiar,Very willing,Neither more nor less safe than standard vehicles,Married,A building with 10 to 49 apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Hospitality,At a school or day care facility,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,25-34,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$150,000-$199,999",Manhattan Core,10016.0,Manhattan,Yes,No,Yes,Once a month,Yes,Several times a week,Less than a few times,Less than a few times,A few times a year,Somewhat familiar,Not at all willing,Neither more nor less safe than standard vehicles,Single,A building with 10 to 49 apartments,Own,None,Employed full time (working more than 30 hours per week),Employed,Technology & Telecommunications,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$200,000 and above",Inner Brooklyn,11205.0,Brooklyn,Yes,No,Yes,Several times a week,Yes,A few times a month,A few times a month,Not applied,A few times a month,Somewhat familiar,Very willing,Much safer than standard vehicles,Single,A one family house attached to one or more houses,Own,None,Employed full time (working more than 30 hours per week),Employed,"Professional & Business Services (consulting, legal, marketing)",At an office,"Yes, work from home",No,Yes,No,No,No,Yes,No,No,No,No,No,No,Several times a week
Female,25-34,"White, Non-Hispanic",Some college but degree not received or in progress,"$35,000 - $49,999",Manhattan Core,10025.0,Manhattan,Yes,No,Yes,Several times a week,No,A few times a year,A few times a month,Less than a few times,A few times a year,Not at all familiar,Not at all willing,Neither more nor less safe than standard vehicles,Married,A building with 10 to 49 apartments,Own,None,Employed full time (working more than 30 hours per week),Employed,Hospitality,At an office,"Yes, work from home",Yes,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$150,000-$199,999",Inner Brooklyn,11215.0,Brooklyn,Yes,Yes,No,Daily,No,A few times a month,A few times a month,A few times a month,A few times a month,Not very familiar,Somewhat willing,Don't Know,Living in a committed partnership,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$100,000 - $149,999",Inner Brooklyn,11215.0,Brooklyn,Yes,No,Yes,Several times a week,No,A few times a month,A few times a month,A few times a month,A few times a month,Somewhat familiar,Not very willing,Much less safe than standard vehicles,Living in a committed partnership,A building with 2 to 9 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
Male,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$150,000-$199,999",Inner Brooklyn,11238.0,Brooklyn,Yes,Yes,Yes,Daily,No,A few times a month,A few times a month,Less than a few times,A few times a month,Somewhat familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Single,A building with 2 to 9 apartments,Own,One,Employed part time (working less than 30 hours per week),Employed,Other,In a remote location that is not at home (i.e. a coworking space or coffee shop),"Yes, work from home",Yes,No,No,No,No,Yes,No,No,No,No,No,No,Several times a week
Female,45-54,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Southern Bronx,10460.0,The Bronx,Yes,No,Yes,Once a month,No,Less than a few times,A few times a year,Less than a few times,A few times a year,Not very familiar,Not at all willing,Neither more nor less safe than standard vehicles,Married,A building with 50 or more apartments,Rent,Three,Employed full time (working more than 30 hours per week),Employed,Government,At an office,"Yes, work from home",No,No,No,No,No,Yes,No,No,No,No,No,No,A few times a month
Male,55-64,"Black, Non-Hispanic",Some high school,"$25,000 - $34,999",Outer Brooklyn,11236.0,Brooklyn,Yes,Yes,Yes,A few times a year,No,Not applied,Not applied,Not applied,Not applied,Not at all familiar,Not very willing,Neither more nor less safe than standard vehicles,Divorced,A one family house detached from any other house,Rent,None,Employed full time (working more than 30 hours per week),Employed,Transportation and Utilities,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Dont know
Male,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$200,000 and above",Inner Queens,11372.0,Queens,Yes,Yes,Yes,Daily,No,Less than a few times,A few times a month,A few times a year,A few times a month,Very familiar,Somewhat willing,Somewhat safer than standard vehicles,Living in a committed partnership,A building with 50 or more apartments,Own,None,Employed full time (working more than 30 hours per week),Employed,Financial services,At an office,"Yes, work from home",No,Yes,No,No,No,Yes,No,No,No,No,No,No,Several times a week
Female,45-54,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$50,000 - $74,999",Southern Bronx,10451.0,The Bronx,Yes,Yes,Yes,Several times a week,No,Less than a few times,A few times a year,Less than a few times,A few times a year,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Single,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Education,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,25-34,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)","$50,000 - $74,999",Outer Brooklyn,11236.0,Brooklyn,No,No,Yes,A few times a year,No,A few times a month,A few times a month,A few times a month,A few times a year,Not very familiar,Not very willing,Somewhat less safe than standard vehicles,Single,A building with 2 to 9 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
Male,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$150,000-$199,999",Inner Brooklyn,11206.0,Brooklyn,Yes,No,Yes,Several times a week,No,Several times a week,A few times a month,A few times a month,A few times a month,Somewhat familiar,Not at all willing,Somewhat less safe than standard vehicles,Married,A building with 2 to 9 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Arts & Entertainment,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,25-34,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$75,000 - $99,999",Manhattan Core,10065.0,Manhattan,Yes,No,Yes,Once a week,No,A few times a year,A few times a month,Less than a few times,A few times a year,Not very familiar,Not very willing,Somewhat less safe than standard vehicles,Single,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Non-profit,At an office,"Yes, work from home",No,Yes,No,No,No,Yes,No,No,No,No,No,No,Several times a week
Male,35-44,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Inner Brooklyn,11233.0,Brooklyn,No,No,Yes,Daily,No,Less than a few times,A few times a year,Less than a few times,A few times a month,Somewhat familiar,Somewhat willing,Somewhat less safe than standard vehicles,Single,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,No,A few times a month
Male,55-64,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Outer Brooklyn,11208.0,Brooklyn,Yes,Yes,Yes,A few times a month,No,Not applied,A few times a year,Not applied,A few times a year,Somewhat familiar,Somewhat willing,Somewhat less safe than standard vehicles,Married,A one family house attached to one or more houses,Own,One,Employed full time (working more than 30 hours per week),Employed,Government,At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,25-34,"White, Non-Hispanic",Some college but degree not received or in progress,"$35,000 - $49,999",Outer Brooklyn,11230.0,Brooklyn,Yes,Yes,Yes,Once a month,No,A few times a month,Several times a week,A few times a month,A few times a month,Not at all familiar,Not very willing,Neither more nor less safe than standard vehicles,Married,A building with 2 to 9 apartments,Rent,Four or more,Employed part time (working less than 30 hours per week),Employed,"Professional & Business Services (consulting, legal, marketing)",At an office,"Yes, work from home",Yes,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,25-34,Hispanic,"Associate degree (i.e., AA, AS)","$150,000-$199,999",Inner Brooklyn,11212.0,Brooklyn,Yes,Yes,Yes,Less than a few times a year,No,Less than a few times,A few times a month,A few times a month,Daily,Not at all familiar,Not at all willing,Don't Know,Living in a committed partnership,A building with 10 to 49 apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At a hospital/doctor's office/healthcare facility,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Daily
Female,25-34,"White, Non-Hispanic",Some college but degree not received or in progress,"$25,000 - $34,999",Outer Brooklyn,11235.0,Brooklyn,No,No,Yes,Daily,No,Not applied,A few times a month,Not applied,A few times a year,Not at all familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Divorced,A building with 10 to 49 apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Other,At an office,"Yes, work from home",Yes,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,25-34,"Black, Non-Hispanic",Some college but degree not received or in progress,"$35,000 - $49,999",Outer Brooklyn,11208.0,Brooklyn,No,No,Yes,Daily,No,Less than a few times,A few times a month,A few times a year,A few times a year,Very familiar,Very willing,Somewhat less safe than standard vehicles,Single,A one family house attached to one or more houses,Rent,None,Employed full time (working more than 30 hours per week),Employed,Retail,"At a store, restaurant, or hotel","Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
Male,25-34,"Other, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$50,000 - $74,999",Staten Island,10314.0,Staten Island,Yes,Yes,Yes,Several times a week,No,Less than a few times,A few times a month,Less than a few times,A few times a month,Not at all familiar,Somewhat willing,Somewhat less safe than standard vehicles,Married,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At a hospital/doctor's office/healthcare facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,35-44,Hispanic,No high school,"Less than $14,999",Inner Brooklyn,11221.0,Brooklyn,Yes,No,Yes,Daily,No,Less than a few times,Less than a few times,Less than a few times,Less than a few times,Not at all familiar,Not at all willing,Neither more nor less safe than standard vehicles,Single,A building with 2 to 9 apartments,Rent,Two,Employed part time (working less than 30 hours per week),Employed,Manufacturing,In a remote location that is not at home (i.e. a coworking space or coffee shop),"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,No,Less than a few times
Female,25-34,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Inner Brooklyn,11216.0,Brooklyn,No,Yes,Yes,Daily,No,Less than a few times,A few times a year,Less than a few times,Several times a week,Somewhat familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Single,A building with 2 to 9 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Other,At an office,"Yes, work from home",No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,A few times a month
Female,18-24,"White, Non-Hispanic",Some college but degree not received or in progress,"$35,000 - $49,999",Middle Queens,11416.0,Queens,Yes,Yes,Yes,Daily,No,A few times a month,Not applied,Not applied,Not applied,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Single,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Financial services,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$100,000 - $149,999",Inner Brooklyn,11225.0,Brooklyn,No,No,Yes,Daily,Yes,A few times a year,A few times a month,A few times a year,A few times a year,Not very familiar,Not at all willing,Somewhat safer than standard vehicles,Married,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Other,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$50,000 - $74,999",Staten Island,10304.0,Staten Island,Yes,Yes,Yes,Daily,No,A few times a month,A few times a month,Less than a few times,A few times a year,Somewhat familiar,Somewhat willing,Don't Know,Married,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Male,55-64,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$100,000 - $149,999",Southern Bronx,10467.0,The Bronx,Yes,Yes,No,A few times a month,No,Not applied,A few times a month,A few times a month,A few times a month,Not at all familiar,Not very willing,Somewhat safer than standard vehicles,Married,A one family house attached to one or more houses,Own,None,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At a hospital/doctor's office/healthcare facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,35-44,"Black, Non-Hispanic",Some college but degree not received or in progress,"$25,000 - $34,999",Outer Queens,11434.0,Queens,Yes,Yes,Yes,Daily,No,Less than a few times,A few times a year,Less than a few times,A few times a year,Not at all familiar,Not very willing,Much less safe than standard vehicles,Single,A one family house detached from any other house,Rent,None,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At a hospital/doctor's office/healthcare facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,55-64,"Black, Non-Hispanic",Some college but degree not received or in progress,"$35,000 - $49,999",Northern Manhattan,10027.0,Manhattan,No,Yes,Yes,Less than a few times a year,No,Less than a few times,Several times a week,Less than a few times,Less than a few times,Not very familiar,Not at all willing,Much less safe than standard vehicles,Single,A building with 10 to 49 apartments,Rent,Two,Employed full time (working more than 30 hours per week),Employed,Real estate,At an office,"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,No,A few times a year
Female,25-34,Hispanic,"High school graduate or equivalent (i.e., GED)","Less than $14,999",Southern Bronx,10456.0,The Bronx,Yes,No,Yes,Daily,No,Less than a few times,Less than a few times,Less than a few times,A few times a year,Not very familiar,Not at all willing,Don't Know,Single,A building with 10 to 49 apartments,Rent,Three,Employed part time (working less than 30 hours per week),Employed,Education,Other,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,Public Assistance/Welfare,A few times a month
Female,45-54,Hispanic,"High school graduate or equivalent (i.e., GED)","$200,000 and above",Outer Brooklyn,11234.0,Brooklyn,Yes,Yes,Yes,A few times a month,No,Less than a few times,Several times a week,Less than a few times,A few times a year,Somewhat familiar,Not at all willing,Much less safe than standard vehicles,Married,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Government,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,35-44,Hispanic,"Associate degree (i.e., AA, AS)","$15,000 - $24,999",Inner Brooklyn,11211.0,Brooklyn,Yes,Yes,Yes,Several times a week,No,A few times a year,A few times a month,Less than a few times,Several times a week,Somewhat familiar,Very willing,Neither more nor less safe than standard vehicles,Living in a committed partnership,A building with 10 to 49 apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Other,"At a store, restaurant, or hotel","Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,35-44,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)","$50,000 - $74,999",Inner Brooklyn,11225.0,Brooklyn,Yes,No,Yes,Several times a week,No,Less than a few times,A few times a month,Less than a few times,Several times a week,Not at all familiar,Not at all willing,Don't Know,Single,A building with 10 to 49 apartments,Rent,None,Employed part time (working less than 30 hours per week),Employed,Arts & Entertainment,In a remote location that is not at home (i.e. a coworking space or coffee shop),"Yes, work from home",Yes,No,No,No,No,No,No,No,No,No,No,No,A few times a year
Female,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$200,000 and above",Outer Brooklyn,11234.0,Brooklyn,Yes,Yes,Yes,Once a week,No,A few times a month,A few times a year,Not applied,Daily,Not at all familiar,Not at all willing,Somewhat less safe than standard vehicles,Married,A one family house attached to one or more houses,Rent,One,Employed part time (working less than 30 hours per week),Employed,Education,At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Daily
Male,55-64,"White, Non-Hispanic",Some college but degree not received or in progress,"$50,000 - $74,999",Inner Brooklyn,11211.0,Brooklyn,Yes,Yes,Yes,A few times a year,No,A few times a month,Not applied,Not applied,A few times a month,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Married,A one family house attached to one or more houses,Rent,None,Employed full time (working more than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Male,55-64,"Black, Non-Hispanic",Some college but degree not received or in progress,"$50,000 - $74,999",Northern Bronx,10472.0,The Bronx,Yes,No,Yes,A few times a month,No,Not applied,Not applied,Not applied,Not applied,Not at all familiar,Not at all willing,Neither more nor less safe than standard vehicles,Single,A one family house detached from any other house,Rent,None,Employed full time (working more than 30 hours per week),Employed,Other,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Dont know
Female,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$50,000 - $74,999",Northern Manhattan,10030.0,Manhattan,Yes,Yes,Yes,Daily,No,Less than a few times,Less than a few times,Less than a few times,A few times a month,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Living in a committed partnership,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,45-54,"Black, Non-Hispanic",Some high school,"$25,000 - $34,999",Inner Brooklyn,11226.0,Brooklyn,Yes,No,Yes,A few times a month,No,Less than a few times,Less than a few times,Several times a week,Less than a few times,Somewhat familiar,Somewhat willing,Much less safe than standard vehicles,Divorced,A building with 2 to 9 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,Other,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a year
Female,45-54,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Inner Brooklyn,11205.0,Brooklyn,Yes,Yes,Yes,Once a month,No,A few times a month,A few times a month,Several times a week,A few times a year,Very familiar,Not very willing,Much less safe than standard vehicles,Married,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Technology & Telecommunications,At an office,"Yes, work from home",No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,A few times a month
Female,25-34,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)","$100,000 - $149,999",Outer Brooklyn,11214.0,Brooklyn,Yes,Yes,Yes,Daily,No,Not applied,A few times a year,A few times a year,A few times a year,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Married,A building with 10 to 49 apartments,Rent,Two,Employed full time (working more than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Inner Brooklyn,11216.0,Brooklyn,Yes,No,Yes,Several times a week,No,Less than a few times,A few times a month,Less than a few times,A few times a month,Not very familiar,Somewhat willing,Somewhat less safe than standard vehicles,Single,A building with 2 to 9 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Arts & Entertainment,At an office,"Yes, work from home",No,Yes,No,No,No,Yes,No,No,No,No,No,No,Several times a week
Female,45-54,"Black, Non-Hispanic",Some college but degree not received or in progress,"$100,000 - $149,999",Inner Brooklyn,11221.0,Brooklyn,Yes,Yes,No,Less than a few times a year,No,Less than a few times,Less than a few times,Less than a few times,A few times a year,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Widowed,A building with 10 to 49 apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Other,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,45-54,Hispanic,"Associate degree (i.e., AA, AS)","$100,000 - $149,999",Outer Brooklyn,11236.0,Brooklyn,Yes,Yes,Yes,Once a month,No,Less than a few times,A few times a year,Less than a few times,Several times a week,Not at all familiar,Not at all willing,Neither more nor less safe than standard vehicles,Married,A one family house attached to one or more houses,Own,Two,Employed full time (working more than 30 hours per week),Employed,Technology & Telecommunications,Varying job sites,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,45-54,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$75,000 - $99,999",Inner Brooklyn,11225.0,Brooklyn,Yes,No,Yes,Several times a week,No,A few times a month,A few times a year,Not applied,A few times a month,Not very familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Single,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Non-profit,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,45-54,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$50,000 - $74,999",Outer Brooklyn,11226.0,Brooklyn,Yes,Yes,Yes,A few times a month,No,Less than a few times,Less than a few times,Less than a few times,Less than a few times,Not at all familiar,Not at all willing,Neither more nor less safe than standard vehicles,Divorced,A building with 50 or more apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At a hospital/doctor's office/healthcare facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Less than a few times
Male,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$150,000-$199,999",Manhattan Core,10019.0,Manhattan,Yes,No,Yes,A few times a month,Yes,A few times a month,A few times a month,Less than a few times,A few times a year,Very familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Married,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Media,At an office,"Yes, work from home",Yes,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,45-54,Hispanic,Some college but degree not received or in progress,"$75,000 - $99,999",Outer Brooklyn,11235.0,Brooklyn,Yes,Yes,Yes,A few times a month,No,Less than a few times,A few times a month,Not applied,A few times a month,Not at all familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Living in a committed partnership,A one family house detached from any other house,Rent,None,Employed full time (working more than 30 hours per week),Employed,Transportation and Utilities,At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,35-44,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)","$75,000 - $99,999",Outer Brooklyn,11236.0,Brooklyn,Yes,No,Yes,Daily,No,Not applied,Not applied,Not applied,A few times a month,Not at all familiar,Not at all willing,Neither more nor less safe than standard vehicles,Single,A one family house attached to one or more houses,Rent,None,Employed full time (working more than 30 hours per week),Employed,Transportation and Utilities,Other,"Yes, work from home",No,Yes,Yes,No,No,No,No,No,No,No,No,No,A few times a year
Female,25-34,"Other, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Outer Brooklyn,11209.0,Brooklyn,Yes,Yes,Yes,Daily,No,Several times a week,A few times a month,A few times a month,A few times a year,Very familiar,Not very willing,Somewhat less safe than standard vehicles,Single,A building with 2 to 9 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Media,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
Male,45-54,Hispanic,Some college but degree not received or in progress,"$150,000-$199,999",Manhattan Core,10016.0,Manhattan,Yes,Yes,Yes,Several times a week,No,Less than a few times,A few times a year,A few times a year,A few times a month,Somewhat familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Married,A building with 50 or more apartments,Own,None,Employed part time (working less than 30 hours per week),Employed,Other,Varying job sites,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$150,000-$199,999",Staten Island,10312.0,Staten Island,Yes,Yes,Yes,Daily,No,Less than a few times,Several times a week,Less than a few times,A few times a year,Not very familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Widowed,A one family house detached from any other house,Own,Two,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At a hospital/doctor's office/healthcare facility,"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,No,A few times a month
Male,35-44,"White, Non-Hispanic",Some college but degree not received or in progress,"$35,000 - $49,999",Staten Island,10314.0,Staten Island,Yes,Yes,Yes,A few times a month,No,Less than a few times,Several times a week,Less than a few times,Several times a week,Somewhat familiar,Very willing,Much safer than standard vehicles,Married,A one family house detached from any other house,Rent,Four or more,Employed full time (working more than 30 hours per week),Employed,Transportation and Utilities,Varying job sites,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a year
Female,55-64,Hispanic,"Associate degree (i.e., AA, AS)","Less than $14,999",Inner Brooklyn,11206.0,Brooklyn,No,No,Yes,A few times a month,No,Not applied,Not applied,Not applied,A few times a year,Somewhat familiar,Not at all willing,Much less safe than standard vehicles,Widowed,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Hospitality,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,45-54,"Black, Non-Hispanic",Some college but degree not received or in progress,"$100,000 - $149,999",Staten Island,10303.0,Staten Island,Yes,Yes,Yes,Daily,No,Less than a few times,A few times a year,Less than a few times,A few times a year,Not very familiar,Not very willing,Somewhat less safe than standard vehicles,Married,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Transportation and Utilities,Varying job sites,"Yes, work from home",No,No,No,No,No,Yes,No,No,No,No,No,No,A few times a month
Female,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Inner Brooklyn,11211.0,Brooklyn,Yes,No,Yes,Several times a week,No,Less than a few times,A few times a year,Several times a week,Several times a week,Not very familiar,Somewhat willing,Don't Know,Single,A building with 2 to 9 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Other,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
